manifest,instance_id,d_star,n_optimal_first_moves
dstar,rubiks-d04-i043,4,1
dstar,rubiks-d04-i044,4,1
dstar,rubiks-d04-i045,4,1
dstar,rubiks-d04-i046,4,1
dstar,rubiks-d04-i047,4,1
dstar,rubiks-d04-i048,4,1
dstar,rubiks-d04-i049,4,1
dstar,rubiks-d04-i050,4,1
dstar,rubiks-d05-i001,5,1
dstar,rubiks-d05-i002,5,2
dstar,rubiks-d05-i003,5,2
dstar,rubiks-d05-i004,5,1
dstar,rubiks-d05-i005,5,1
dstar,rubiks-d05-i006,5,1
dstar,rubiks-d05-i007,5,1
dstar,rubiks-d05-i008,5,1
dstar,rubiks-d05-i009,5,2
dstar,rubiks-d05-i010,5,1
dstar,rubiks-d05-i011,5,1
dstar,rubiks-d05-i012,5,1
dstar,rubiks-d05-i013,5,1
dstar,rubiks-d05-i014,5,1
dstar,rubiks-d05-i015,5,1
dstar,rubiks-d05-i016,5,1
dstar,rubiks-d05-i017,5,1
dstar,rubiks-d05-i018,5,1
dstar,rubiks-d05-i019,5,1
dstar,rubiks-d05-i020,5,1
dstar,rubiks-d05-i021,5,1
dstar,rubiks-d05-i022,5,1
dstar,rubiks-d05-i023,5,1
dstar,rubiks-d05-i024,5,1
dstar,rubiks-d05-i025,5,1
dstar,rubiks-d05-i026,5,1
dstar,rubiks-d05-i027,5,1
dstar,rubiks-d05-i028,5,1
dstar,rubiks-d05-i029,5,1
dstar,rubiks-d05-i030,5,2
dstar,rubiks-d05-i031,5,1
dstar,rubiks-d05-i032,5,1
dstar,rubiks-d05-i033,5,1
dstar,rubiks-d05-i034,5,1
dstar,rubiks-d05-i035,5,2
dstar,rubiks-d05-i036,5,1
dstar,rubiks-d05-i037,5,1
dstar,rubiks-d05-i038,5,1
dstar,rubiks-d05-i039,5,1
dstar,rubiks-d05-i040,5,1
dstar,rubiks-d05-i041,5,1
dstar,rubiks-d05-i042,5,1
dstar,rubiks-d05-i043,5,1
dstar,rubiks-d05-i044,5,1
dstar,rubiks-d05-i045,5,1
dstar,rubiks-d05-i046,5,1
dstar,rubiks-d05-i047,5,1
dstar,rubiks-d05-i048,5,1
dstar,rubiks-d05-i049,5,1
dstar,rubiks-d05-i050,5,1
dstar,rubiks-d06-i001,6,1
dstar,rubiks-d06-i002,6,1
dstar,rubiks-d06-i003,6,1
dstar,rubiks-d06-i004,6,1
dstar,rubiks-d06-i005,6,1
dstar,rubiks-d06-i006,6,1
dstar,rubiks-d06-i007,6,2
dstar,rubiks-d06-i008,6,1
dstar,rubiks-d06-i009,6,1
dstar,rubiks-d06-i010,6,1
dstar,rubiks-d06-i011,6,2
dstar,rubiks-d06-i012,6,2
dstar,rubiks-d06-i013,6,1
dstar,rubiks-d06-i014,6,1
dstar,rubiks-d06-i015,6,1
dstar,rubiks-d06-i016,6,1
dstar,rubiks-d06-i017,6,1
dstar,rubiks-d06-i018,6,1
dstar,rubiks-d06-i019,6,1
dstar,rubiks-d06-i020,6,1
dstar,rubiks-d06-i021,6,1
dstar,rubiks-d06-i022,6,1
dstar,rubiks-d06-i023,6,1
dstar,rubiks-d06-i024,6,1
dstar,rubiks-d06-i025,6,1
dstar,rubiks-d06-i026,6,2
dstar,rubiks-d06-i027,6,1
dstar,rubiks-d06-i028,6,2
dstar,rubiks-d06-i029,6,1
dstar,rubiks-d06-i030,6,1
dstar,rubiks-d06-i031,6,1
dstar,rubiks-d06-i032,6,1
dstar,rubiks-d06-i033,6,1
dstar,rubiks-d06-i034,6,1
dstar,rubiks-d06-i035,6,1
dstar,rubiks-d06-i036,6,1
dstar,rubiks-d06-i037,6,2
dstar,rubiks-d06-i038,6,1
dstar,rubiks-d06-i039,6,1
dstar,rubiks-d06-i040,6,1
dstar,rubiks-d06-i041,6,1
dstar,rubiks-d06-i042,6,1
dstar,rubiks-d06-i043,6,1
dstar,rubiks-d06-i044,6,1
dstar,rubiks-d06-i045,6,2
dstar,rubiks-d06-i046,6,1
dstar,rubiks-d06-i047,6,1
dstar,rubiks-d06-i048,6,1
dstar,rubiks-d06-i049,6,1
dstar,rubiks-d06-i050,6,2
nominal,rubiksnom-d01-i001,1,1
nominal,rubiksnom-d01-i002,1,1
nominal,rubiksnom-d01-i003,1,1
nominal,rubiksnom-d01-i004,1,1
nominal,rubiksnom-d01-i005,1,1
nominal,rubiksnom-d01-i006,1,1
nominal,rubiksnom-d01-i007,1,1
nominal,rubiksnom-d01-i008,1,1
nominal,rubiksnom-d01-i009,1,1
nominal,rubiksnom-d01-i010,1,1
nominal,rubiksnom-d01-i011,1,1
nominal,rubiksnom-d01-i012,1,1
nominal,rubiksnom-d01-i013,1,1
nominal,rubiksnom-d01-i014,1,1
nominal,rubiksnom-d01-i015,1,1
nominal,rubiksnom-d01-i016,1,1
nominal,rubiksnom-d01-i017,1,1
nominal,rubiksnom-d01-i018,1,1
nominal,rubiksnom-d01-i019,1,1
nominal,rubiksnom-d01-i020,1,1
nominal,rubiksnom-d01-i021,1,1
nominal,rubiksnom-d01-i022,1,1
nominal,rubiksnom-d01-i023,1,1
nominal,rubiksnom-d01-i024,1,1
nominal,rubiksnom-d01-i025,1,1
nominal,rubiksnom-d01-i026,1,1
nominal,rubiksnom-d01-i027,1,1
nominal,rubiksnom-d01-i028,1,1
nominal,rubiksnom-d01-i029,1,1
nominal,rubiksnom-d01-i030,1,1
nominal,rubiksnom-d01-i031,1,1
nominal,rubiksnom-d01-i032,1,1
nominal,rubiksnom-d01-i033,1,1
nominal,rubiksnom-d01-i034,1,1
nominal,rubiksnom-d01-i035,1,1
nominal,rubiksnom-d01-i036,1,1
nominal,rubiksnom-d01-i037,1,1
nominal,rubiksnom-d01-i038,1,1
nominal,rubiksnom-d01-i039,1,1
nominal,rubiksnom-d01-i040,1,1
nominal,rubiksnom-d01-i041,1,1
nominal,rubiksnom-d01-i042,1,1
nominal,rubiksnom-d01-i043,1,1
nominal,rubiksnom-d01-i044,1,1
nominal,rubiksnom-d01-i045,1,1
nominal,rubiksnom-d01-i046,1,1
nominal,rubiksnom-d01-i047,1,1
nominal,rubiksnom-d01-i048,1,1
nominal,rubiksnom-d01-i049,1,1
nominal,rubiksnom-d01-i050,1,1
nominal,rubiksnom-d02-i001,2,2
nominal,rubiksnom-d02-i002,2,2
nominal,rubiksnom-d02-i003,2,1
nominal,rubiksnom-d02-i004,2,1
nominal,rubiksnom-d02-i005,2,1
nominal,rubiksnom-d02-i006,2,1
nominal,rubiksnom-d02-i007,2,1
nominal,rubiksnom-d02-i008,2,1
nominal,rubiksnom-d02-i009,2,1
nominal,rubiksnom-d02-i010,2,2
nominal,rubiksnom-d02-i011,2,1
nominal,rubiksnom-d02-i012,2,1
nominal,rubiksnom-d02-i013,2,1
nominal,rubiksnom-d02-i014,2,1
nominal,rubiksnom-d02-i015,2,1
nominal,rubiksnom-d02-i016,2,2
nominal,rubiksnom-d02-i017,2,2
nominal,rubiksnom-d02-i018,2,1
nominal,rubiksnom-d02-i019,2,1
nominal,rubiksnom-d02-i020,2,1
nominal,rubiksnom-d02-i021,2,1
nominal,rubiksnom-d02-i022,2,1
nominal,rubiksnom-d02-i023,2,1
nominal,rubiksnom-d02-i024,2,1
nominal,rubiksnom-d02-i025,2,1
nominal,rubiksnom-d02-i026,2,2
nominal,rubiksnom-d02-i027,2,1
nominal,rubiksnom-d02-i028,2,1
nominal,rubiksnom-d02-i029,2,1
nominal,rubiksnom-d02-i030,2,1
nominal,rubiksnom-d02-i031,2,1
nominal,rubiksnom-d02-i032,2,1
nominal,rubiksnom-d02-i033,2,1
nominal,rubiksnom-d02-i034,2,1
nominal,rubiksnom-d02-i035,2,1
nominal,rubiksnom-d02-i036,2,1
nominal,rubiksnom-d02-i037,2,1
nominal,rubiksnom-d02-i038,2,2
nominal,rubiksnom-d02-i039,2,1
nominal,rubiksnom-d02-i040,2,1
nominal,rubiksnom-d02-i041,2,1
nominal,rubiksnom-d02-i042,2,1
nominal,rubiksnom-d02-i043,2,1
nominal,rubiksnom-d02-i044,2,1
nominal,rubiksnom-d02-i045,2,1
nominal,rubiksnom-d02-i046,2,2
nominal,rubiksnom-d02-i047,2,1
nominal,rubiksnom-d02-i048,2,2
nominal,rubiksnom-d02-i049,2,1
nominal,rubiksnom-d02-i050,2,1
nominal,rubiksnom-d03-i001,3,1
nominal,rubiksnom-d03-i002,3,1
nominal,rubiksnom-d03-i003,3,2
nominal,rubiksnom-d03-i004,3,1
nominal,rubiksnom-d03-i005,3,1
nominal,rubiksnom-d03-i006,3,2
nominal,rubiksnom-d03-i007,3,1
nominal,rubiksnom-d03-i008,3,1
nominal,rubiksnom-d03-i009,3,1
nominal,rubiksnom-d03-i010,3,2
nominal,rubiksnom-d03-i011,3,1
nominal,rubiksnom-d03-i012,3,1
nominal,rubiksnom-d03-i013,3,1
nominal,rubiksnom-d03-i014,3,1
nominal,rubiksnom-d03-i015,3,1
nominal,rubiksnom-d03-i016,3,1
nominal,rubiksnom-d03-i017,3,1
nominal,rubiksnom-d03-i018,3,1
nominal,rubiksnom-d03-i019,3,1
nominal,rubiksnom-d03-i020,3,1
nominal,rubiksnom-d03-i021,3,1
nominal,rubiksnom-d03-i022,3,2
nominal,rubiksnom-d03-i023,3,1
nominal,rubiksnom-d03-i024,3,1
nominal,rubiksnom-d03-i025,3,2
nominal,rubiksnom-d03-i026,3,1
nominal,rubiksnom-d03-i027,3,1
nominal,rubiksnom-d03-i028,3,1
nominal,rubiksnom-d03-i029,3,1
nominal,rubiksnom-d03-i030,3,1
nominal,rubiksnom-d03-i031,3,1
nominal,rubiksnom-d03-i032,3,2
nominal,rubiksnom-d03-i033,3,1
nominal,rubiksnom-d03-i034,3,1
nominal,rubiksnom-d03-i035,3,1
nominal,rubiksnom-d03-i036,3,2
nominal,rubiksnom-d03-i037,3,1
nominal,rubiksnom-d03-i038,3,2
nominal,rubiksnom-d03-i039,3,1
nominal,rubiksnom-d03-i040,3,1
nominal,rubiksnom-d03-i041,3,2
nominal,rubiksnom-d03-i042,3,1
nominal,rubiksnom-d03-i043,3,1
nominal,rubiksnom-d03-i044,3,2
nominal,rubiksnom-d03-i045,1,1
nominal,rubiksnom-d03-i046,3,1
nominal,rubiksnom-d03-i047,3,1
nominal,rubiksnom-d03-i048,3,1
nominal,rubiksnom-d03-i049,3,1
nominal,rubiksnom-d03-i050,3,1
nominal,rubiksnom-d04-i001,4,1
nominal,rubiksnom-d04-i002,4,1
nominal,rubiksnom-d04-i003,4,1
nominal,rubiksnom-d04-i004,4,1
nominal,rubiksnom-d04-i005,4,1
nominal,rubiksnom-d04-i006,4,2
nominal,rubiksnom-d04-i007,4,1
nominal,rubiksnom-d04-i008,4,1
nominal,rubiksnom-d04-i009,4,1
nominal,rubiksnom-d04-i010,4,1
nominal,rubiksnom-d04-i011,4,1
nominal,rubiksnom-d04-i012,4,2
nominal,rubiksnom-d04-i013,4,1
nominal,rubiksnom-d04-i014,4,2
nominal,rubiksnom-d04-i015,4,1
nominal,rubiksnom-d04-i016,4,1
nominal,rubiksnom-d04-i017,4,1
nominal,rubiksnom-d04-i018,2,1
nominal,rubiksnom-d04-i019,4,1
nominal,rubiksnom-d04-i020,4,1
nominal,rubiksnom-d04-i021,4,2
nominal,rubiksnom-d04-i022,4,1
nominal,rubiksnom-d04-i023,4,1
nominal,rubiksnom-d04-i024,4,1
nominal,rubiksnom-d04-i025,4,1
nominal,rubiksnom-d04-i026,4,1
nominal,rubiksnom-d04-i027,4,1
nominal,rubiksnom-d04-i028,4,1
nominal,rubiksnom-d04-i029,4,1
nominal,rubiksnom-d04-i030,4,1
nominal,rubiksnom-d04-i031,4,1
nominal,rubiksnom-d04-i032,2,1
nominal,rubiksnom-d04-i033,4,1
nominal,rubiksnom-d04-i034,4,1
nominal,rubiksnom-d04-i035,4,1
nominal,rubiksnom-d04-i036,4,1
nominal,rubiksnom-d04-i037,4,1
nominal,rubiksnom-d04-i038,4,1
nominal,rubiksnom-d04-i039,4,1
nominal,rubiksnom-d04-i040,4,1
nominal,rubiksnom-d04-i041,4,1
nominal,rubiksnom-d04-i042,4,1
nominal,rubiksnom-d04-i043,4,2
nominal,rubiksnom-d04-i044,4,1
nominal,rubiksnom-d04-i045,4,1
nominal,rubiksnom-d04-i046,4,1
nominal,rubiksnom-d04-i047,4,1
nominal,rubiksnom-d04-i048,4,1
nominal,rubiksnom-d04-i049,4,1
nominal,rubiksnom-d04-i050,4,1
nominal,rubiksnom-d05-i001,5,1
nominal,rubiksnom-d05-i002,3,1
nominal,rubiksnom-d05-i003,5,1
nominal,rubiksnom-d05-i004,5,1
nominal,rubiksnom-d05-i005,5,1
nominal,rubiksnom-d05-i006,5,1
nominal,rubiksnom-d05-i007,5,1
nominal,rubiksnom-d05-i008,5,1
nominal,rubiksnom-d05-i009,5,1
nominal,rubiksnom-d05-i010,5,1
nominal,rubiksnom-d05-i011,5,1
nominal,rubiksnom-d05-i012,5,1
nominal,rubiksnom-d05-i013,5,1
nominal,rubiksnom-d05-i014,5,1
nominal,rubiksnom-d05-i015,5,1
nominal,rubiksnom-d05-i016,5,1
nominal,rubiksnom-d05-i017,5,1
nominal,rubiksnom-d05-i018,5,1
nominal,rubiksnom-d05-i019,5,1
nominal,rubiksnom-d05-i020,5,1
nominal,rubiksnom-d05-i021,5,2
nominal,rubiksnom-d05-i022,5,1
nominal,rubiksnom-d05-i023,5,1
nominal,rubiksnom-d05-i024,5,1
nominal,rubiksnom-d05-i025,5,1
nominal,rubiksnom-d05-i026,5,2
nominal,rubiksnom-d05-i027,5,1
nominal,rubiksnom-d05-i028,5,2
nominal,rubiksnom-d05-i029,5,2
nominal,rubiksnom-d05-i030,5,2
nominal,rubiksnom-d05-i031,5,1
nominal,rubiksnom-d05-i032,5,2
nominal,rubiksnom-d05-i033,5,1
nominal,rubiksnom-d05-i034,5,1
nominal,rubiksnom-d05-i035,5,1
nominal,rubiksnom-d05-i036,5,1
nominal,rubiksnom-d05-i037,5,1
nominal,rubiksnom-d05-i038,5,1
nominal,rubiksnom-d05-i039,5,1
nominal,rubiksnom-d05-i040,5,1
nominal,rubiksnom-d05-i041,5,1
nominal,rubiksnom-d05-i042,5,1
nominal,rubiksnom-d05-i043,5,1
nominal,rubiksnom-d05-i044,5,1
nominal,rubiksnom-d05-i045,5,1
nominal,rubiksnom-d05-i046,5,1
nominal,rubiksnom-d05-i047,5,1
nominal,rubiksnom-d05-i048,5,1
nominal,rubiksnom-d05-i049,5,1
nominal,rubiksnom-d05-i050,5,1
nominal,rubiksnom-d06-i001,6,1
nominal,rubiksnom-d06-i002,6,2
nominal,rubiksnom-d06-i003,6,1
nominal,rubiksnom-d06-i004,6,1
nominal,rubiksnom-d06-i005,5,1
nominal,rubiksnom-d06-i006,4,1
nominal,rubiksnom-d06-i007,6,1
nominal,rubiksnom-d06-i008,6,1
nominal,rubiksnom-d06-i009,6,1
nominal,rubiksnom-d06-i010,6,1
nominal,rubiksnom-d06-i011,6,1
nominal,rubiksnom-d06-i012,6,1
nominal,rubiksnom-d06-i013,6,1
nominal,rubiksnom-d06-i014,6,2
nominal,rubiksnom-d06-i015,6,1
nominal,rubiksnom-d06-i016,6,1
nominal,rubiksnom-d06-i017,6,1
nominal,rubiksnom-d06-i018,6,1
nominal,rubiksnom-d06-i019,5,2
nominal,rubiksnom-d06-i020,6,1
nominal,rubiksnom-d06-i021,6,1
nominal,rubiksnom-d06-i022,6,1
nominal,rubiksnom-d06-i023,6,1
nominal,rubiksnom-d06-i024,6,1
nominal,rubiksnom-d06-i025,6,1
nominal,rubiksnom-d06-i026,6,2
nominal,rubiksnom-d06-i027,5,1
nominal,rubiksnom-d06-i028,6,1
nominal,rubiksnom-d06-i029,6,2
nominal,rubiksnom-d06-i030,6,1
nominal,rubiksnom-d06-i031,6,1
nominal,rubiksnom-d06-i032,6,1
nominal,rubiksnom-d06-i033,6,1
nominal,rubiksnom-d06-i034,6,1
nominal,rubiksnom-d06-i035,6,1
nominal,rubiksnom-d06-i036,6,2
nominal,rubiksnom-d06-i037,6,1
nominal,rubiksnom-d06-i038,6,1
nominal,rubiksnom-d06-i039,6,2
nominal,rubiksnom-d06-i040,6,1
nominal,rubiksnom-d06-i041,5,2
nominal,rubiksnom-d06-i042,6,1
nominal,rubiksnom-d06-i043,6,1
nominal,rubiksnom-d06-i044,6,1
nominal,rubiksnom-d06-i045,6,2
nominal,rubiksnom-d06-i046,4,1
nominal,rubiksnom-d06-i047,6,1
nominal,rubiksnom-d06-i048,6,1
nominal,rubiksnom-d06-i049,5,1
nominal,rubiksnom-d06-i050,6,1
nominal,rubiksnom-d07-i004,6,1
nominal,rubiksnom-d07-i007,5,1
nominal,rubiksnom-d07-i015,6,1
nominal,rubiksnom-d07-i026,6,1
nominal,rubiksnom-d07-i038,3,1
nominal,rubiksnom-d07-i046,5,1
nominal,rubiksnom-d08-i014,5,1
nominal,rubiksnom-d08-i024,6,2
nominal,rubiksnom-d08-i029,6,1
nominal,rubiksnom-d08-i050,5,1
